Timestamp,DRA0010_COATING_DIAMETER
="2022-11-30 06:02:27.182",5014.0
="2022-11-30 06:02:01.674",5009.0
="2022-11-30 06:01:36.178",5008.0
="2022-11-30 06:01:11.159",5013.0
="2022-11-30 06:00:46.142",5013.0
="2022-11-30 06:00:20.145",5014.0
="2022-11-30 05:59:55.127",5010.0
="2022-11-30 05:59:30.599",5014.0
="2022-11-30 05:59:05.572",5018.0
="2022-11-30 05:58:40.064",5017.0
="2022-11-30 05:58:15.787",5017.0
="2022-11-30 05:57:51.260",5012.0
="2022-11-30 05:57:27.471",5013.0
="2022-11-30 05:57:02.445",5012.0
="2022-11-30 05:56:38.667",5013.0
="2022-11-30 05:56:13.160",5015.0
="2022-11-30 05:55:48.142",5015.0
="2022-11-30 05:55:23.616",5012.0
="2022-11-30 05:54:58.838",5011.0
="2022-11-30 05:54:33.820",5015.0
="2022-11-30 05:54:09.282",5012.0
="2022-11-30 05:53:44.264",5014.0
="2022-11-30 05:53:19.978",5016.0
="2022-11-30 05:52:54.469",5009.0
="2022-11-30 05:52:29.952",5009.0
="2022-11-30 05:52:04.924",5010.0
="2022-11-30 05:51:40.398",5012.0
="2022-11-30 05:51:15.379",5013.0
="2022-11-30 05:50:51.344",5012.0
="2022-11-30 05:50:26.315",5015.0
="2022-11-30 05:50:01.787",5012.0
="2022-11-30 05:49:37.260",5016.0
="2022-11-30 05:49:11.753",5007.0
="2022-11-30 05:48:46.245",5006.0
="2022-11-30 05:48:21.218",5008.0
="2022-11-30 05:47:56.450",5012.0
="2022-11-30 05:47:32.412",5007.0
="2022-11-30 05:47:06.414",5007.0
="2022-11-30 05:46:41.398",5008.0
="2022-11-30 05:46:16.380",5010.0
="2022-11-30 05:45:51.853",5006.0
="2022-11-30 05:45:26.344",5004.0
="2022-11-30 05:45:00.838",5005.0
="2022-11-30 05:44:35.820",5006.0
="2022-11-30 05:44:12.032",5004.0
="2022-11-30 05:43:47.505",5009.0
="2022-11-30 05:43:21.997",5010.0
="2022-11-30 05:42:56.491",5005.0
="2022-11-30 05:42:31.964",5005.0
="2022-11-30 05:42:07.436",5002.0
="2022-11-30 05:41:41.927",5003.0
="2022-11-30 05:41:16.419",5006.0
="2022-11-30 05:40:50.424",5008.0
="2022-11-30 05:40:25.407",5006.0
="2022-11-30 05:40:00.388",5002.0
="2022-11-30 05:39:35.380",5001.0
="2022-11-30 05:39:10.362",5004.0
="2022-11-30 05:38:44.856",5007.0
="2022-11-30 05:38:20.329",5011.0
="2022-11-30 05:37:56.531",5008.0
="2022-11-30 05:37:32.003",5002.0
="2022-11-30 05:37:07.964",5006.0
="2022-11-30 05:36:42.949",5010.0
="2022-11-30 05:36:17.931",5008.0
="2022-11-30 05:35:52.423",5010.0
="2022-11-30 05:35:28.386",5007.0
="2022-11-30 05:35:02.389",5003.0
="2022-11-30 05:34:36.871",5004.0
="2022-11-30 05:34:11.852",5008.0
="2022-11-30 05:33:47.816",5003.0
="2022-11-30 05:33:22.058",5011.0
="2022-11-30 05:32:57.041",5008.0
="2022-11-30 05:32:31.774",5009.0
="2022-11-30 05:32:06.756",5003.0
="2022-11-30 05:31:42.468",5002.0
="2022-11-30 05:31:17.450",5003.0
="2022-11-30 05:30:52.432",5001.0
="2022-11-30 05:30:26.925",5008.0
="2022-11-30 05:30:01.908",5009.0
="2022-11-30 05:29:37.140",5009.0
="2022-11-30 05:29:11.633",5006.0
="2022-11-30 05:28:47.846",5008.0
="2022-11-30 05:28:21.848",5004.0
="2022-11-30 05:27:56.081",5006.0
="2022-11-30 05:27:31.064",5004.0
="2022-11-30 05:27:06.794",5002.0
="2022-11-30 05:26:41.779",5005.0
="2022-11-30 05:26:17.251",5002.0
="2022-11-30 05:25:52.712",4997.0
="2022-11-30 05:25:26.726",5001.0
="2022-11-30 05:25:03.168",5000.0
="2022-11-30 05:24:38.641",4999.0
="2022-11-30 05:24:13.132",5005.0
="2022-11-30 05:23:48.856",5009.0
="2022-11-30 05:23:24.088",5004.0
="2022-11-30 05:22:59.560",5002.0
="2022-11-30 05:22:35.764",5005.0
="2022-11-30 05:22:10.986",5007.0
="2022-11-30 05:21:46.697",5008.0
="2022-11-30 05:21:22.170",5005.0
="2022-11-30 05:20:57.643",5003.0
="2022-11-30 05:20:32.876",5002.0
="2022-11-30 05:20:08.348",4996.0
="2022-11-30 05:19:43.330",5000.0
="2022-11-30 05:19:17.333",5002.0
="2022-11-30 05:18:52.795",5003.0
="2022-11-30 05:18:27.298",5003.0
="2022-11-30 05:18:01.780",4999.0
="2022-11-30 05:17:36.272",4999.0
="2022-11-30 05:17:10.275",5003.0
="2022-11-30 05:16:45.258",5004.0
="2022-11-30 05:16:20.241",5000.0
="2022-11-30 05:15:54.734",5001.0
="2022-11-30 05:15:30.205",5002.0
="2022-11-30 05:15:05.918",5000.0
="2022-11-30 05:14:41.390",5001.0
="2022-11-30 05:14:16.373",5003.0
="2022-11-30 05:13:52.106",5004.0
="2022-11-30 05:13:27.077",5006.0
="2022-11-30 05:13:00.830",5001.0
="2022-11-30 05:12:35.322",5004.0
="2022-11-30 05:12:09.815",5008.0
="2022-11-30 05:11:46.028",5006.0
="2022-11-30 05:11:20.031",5006.0
="2022-11-30 05:10:53.543",5006.0
="2022-11-30 05:10:27.295",5006.0
="2022-11-30 05:10:03.017",5010.0
="2022-11-30 05:09:38.002",5009.0
="2022-11-30 05:09:13.963",5005.0
="2022-11-30 05:08:47.476",5012.0
="2022-11-30 05:08:21.978",5005.0
="2022-11-30 05:07:56.961",5006.0
="2022-11-30 05:07:31.943",5008.0
="2022-11-30 05:07:06.926",5010.0
="2022-11-30 05:06:41.418",5008.0
="2022-11-30 05:06:16.891",5006.0
="2022-11-30 05:05:53.104",5006.0
="2022-11-30 05:05:28.085",5005.0
="2022-11-30 05:05:03.068",5001.0
="2022-11-30 05:04:37.561",5006.0
="2022-11-30 05:04:12.544",5007.0
="2022-11-30 05:03:47.046",5002.0
="2022-11-30 05:03:23.268",5004.0
="2022-11-30 05:02:58.251",5006.0
="2022-11-30 05:02:33.243",5005.0
="2022-11-30 05:02:08.226",5004.0
="2022-11-30 05:01:42.230",5001.0
="2022-11-30 05:01:18.202",5005.0
="2022-11-30 05:00:52.193",5004.0
="2022-11-30 05:00:26.686",5009.0
="2022-11-30 05:00:01.677",5001.0
="2022-11-30 04:59:36.421",5000.0
="2022-11-30 04:59:10.674",4999.0
="2022-11-30 04:58:45.666",5000.0
="2022-11-30 04:58:21.879",5007.0
="2022-11-30 04:57:57.592",5001.0
="2022-11-30 04:57:32.093",5000.0
="2022-11-30 04:57:07.086",5000.0
="2022-11-30 04:56:41.088",5002.0
="2022-11-30 04:56:16.080",5001.0
="2022-11-30 04:55:51.553",4998.0
="2022-11-30 04:55:26.537",4998.0
="2022-11-30 04:55:01.528",4999.0
="2022-11-30 04:54:36.761",4998.0
="2022-11-30 04:54:11.762",4995.0
="2022-11-30 04:53:46.726",4993.0
="2022-11-30 04:53:21.220",4998.0
="2022-11-30 04:52:57.661",4989.0
="2022-11-30 04:52:32.403",4998.0
="2022-11-30 04:52:06.656",4999.0
="2022-11-30 04:51:40.660",4996.0
="2022-11-30 04:51:15.643",4995.0
="2022-11-30 04:50:50.133",4996.0
="2022-11-30 04:50:24.627",4991.0
="2022-11-30 04:50:00.089",5000.0
="2022-11-30 04:49:34.102",4995.0
="2022-11-30 04:49:09.084",4993.0
="2022-11-30 04:48:44.306",4998.0
="2022-11-30 04:48:18.809",4994.0
="2022-11-30 04:47:53.302",5000.0
="2022-11-30 04:47:29.025",4999.0
="2022-11-30 04:47:04.006",4998.0
="2022-11-30 04:46:38.999",4998.0
="2022-11-30 04:46:13.982",4996.0
="2022-11-30 04:45:49.704",4998.0
="2022-11-30 04:45:24.697",4990.0
="2022-11-30 04:44:59.678",4994.0
="2022-11-30 04:44:35.153",4996.0
="2022-11-30 04:44:09.645",4997.0
="2022-11-30 04:43:44.147",4991.0
="2022-11-30 04:43:20.350",4998.0
="2022-11-30 04:42:55.833",4999.0
="2022-11-30 04:42:30.814",4995.0
="2022-11-30 04:42:05.308",5000.0
="2022-11-30 04:41:40.289",4996.0
="2022-11-30 04:41:14.781",4993.0
="2022-11-30 04:40:50.503",4998.0
="2022-11-30 04:40:25.486",4989.0
="2022-11-30 04:40:00.729",4991.0
="2022-11-30 04:39:37.181",4989.0
="2022-11-30 04:39:12.174",4994.0
="2022-11-30 04:38:46.666",4996.0
="2022-11-30 04:38:21.900",5000.0
="2022-11-30 04:37:56.393",5000.0
="2022-11-30 04:37:31.874",4993.0
="2022-11-30 04:37:07.107",5000.0
="2022-11-30 04:36:42.580",4994.0
="2022-11-30 04:36:17.562",5003.0
="2022-11-30 04:35:53.294",4995.0
="2022-11-30 04:35:28.526",5006.0
="2022-11-30 04:35:03.519",4996.0
="2022-11-30 04:34:38.751",5002.0
="2022-11-30 04:34:13.974",5002.0
="2022-11-30 04:33:49.937",5000.0
="2022-11-30 04:33:24.429",5005.0
="2022-11-30 04:32:58.931",4999.0
="2022-11-30 04:32:35.875",4999.0
="2022-11-30 04:32:11.346",5003.0
="2022-11-30 04:31:47.069",5002.0
="2022-11-30 04:31:23.282",5005.0
="2022-11-30 04:30:58.754",5004.0
="2022-11-30 04:30:34.227",5004.0
="2022-11-30 04:30:08.479",5005.0
="2022-11-30 04:29:44.441",5005.0
="2022-11-30 04:29:18.435",5007.0
="2022-11-30 04:28:53.406",5011.0
="2022-11-30 04:28:29.609",5010.0
="2022-11-30 04:28:04.592",5008.0
="2022-11-30 04:27:39.574",5012.0
="2022-11-30 04:27:14.557",5010.0
="2022-11-30 04:26:49.538",5010.0
="2022-11-30 04:26:24.281",5014.0
="2022-11-30 04:25:58.774",5011.0
="2022-11-30 04:25:33.508",5012.0
="2022-11-30 04:25:08.720",5014.0
="2022-11-30 04:24:43.212",5020.0
="2022-11-30 04:24:18.184",5015.0
="2022-11-30 04:23:52.667",5018.0
="2022-11-30 04:23:27.639",5014.0
="2022-11-30 04:23:02.612",5013.0
="2022-11-30 04:22:38.325",5017.0
="2022-11-30 04:22:13.797",5012.0
="2022-11-30 04:21:49.270",5014.0
="2022-11-30 04:21:25.481",5014.0
="2022-11-30 04:21:01.435",5010.0
="2022-11-30 04:20:35.927",5010.0
="2022-11-30 04:20:12.610",5012.0
="2022-11-30 04:19:48.322",5012.0
="2022-11-30 04:19:24.044",5007.0
="2022-11-30 04:18:58.277",5014.0
="2022-11-30 04:18:32.759",5003.0
="2022-11-30 04:18:07.993",5010.0
="2022-11-30 04:17:42.965",5009.0
="2022-11-30 04:17:19.418",5009.0
="2022-11-30 04:16:53.909",5005.0
="2022-11-30 04:16:29.132",5012.0
="2022-11-30 04:16:04.613",5012.0
="2022-11-30 04:15:40.817",5010.0
="2022-11-30 04:15:15.809",5008.0
="2022-11-30 04:14:50.801",5011.0
="2022-11-30 04:14:25.784",5007.0
="2022-11-30 04:14:00.288",5014.0
="2022-11-30 04:13:36.509",5011.0
="2022-11-30 04:13:11.502",5008.0
="2022-11-30 04:12:46.485",5010.0
="2022-11-30 04:12:20.988",5009.0
="2022-11-30 04:11:55.969",5010.0
="2022-11-30 04:11:30.963",5010.0
="2022-11-30 04:11:05.455",5013.0
="2022-11-30 04:10:39.947",5016.0
="2022-11-30 04:10:15.419",5018.0
="2022-11-30 04:09:50.412",5017.0
="2022-11-30 04:09:24.906",5012.0
="2022-11-30 04:08:59.888",5018.0
="2022-11-30 04:08:35.850",5019.0
="2022-11-30 04:08:10.832",5018.0
="2022-11-30 04:07:44.846",5017.0
="2022-11-30 04:07:21.047",5013.0
="2022-11-30 04:06:56.040",5014.0
="2022-11-30 04:06:31.033",5021.0
="2022-11-30 04:06:06.026",5015.0
="2022-11-30 04:05:41.759",5012.0
="2022-11-30 04:05:15.770",5012.0
="2022-11-30 04:04:51.991",5011.0
="2022-11-30 04:04:27.474",5010.0
="2022-11-30 04:04:02.948",5020.0
="2022-11-30 04:03:38.430",5017.0
="2022-11-30 04:03:14.642",5013.0
="2022-11-30 04:02:49.623",5011.0
="2022-11-30 04:02:24.127",5010.0
="2022-11-30 04:01:59.599",5012.0
="2022-11-30 04:01:34.331",5014.0
="2022-11-30 04:01:09.574",5010.0
="2022-11-30 04:00:46.027",5017.0
="2022-11-30 04:00:21.499",5010.0
="2022-11-30 03:59:55.993",5013.0
="2022-11-30 03:59:30.495",5009.0
="2022-11-30 03:59:06.218",5006.0
="2022-11-30 03:58:41.200",5012.0
="2022-11-30 03:58:16.183",5010.0
="2022-11-30 03:57:51.655",5008.0
="2022-11-30 03:57:26.147",5008.0
="2022-11-30 03:57:00.640",5013.0
="2022-11-30 03:56:35.633",5013.0
="2022-11-30 03:56:11.604",5018.0
="2022-11-30 03:55:46.586",5008.0
="2022-11-30 03:55:21.570",5019.0
="2022-11-30 03:54:57.041",5010.0
="2022-11-30 03:54:31.544",5015.0
="2022-11-30 03:54:06.527",5006.0
="2022-11-30 03:53:40.529",5011.0
="2022-11-30 03:53:15.513",5009.0
="2022-11-30 03:52:49.515",5010.0
="2022-11-30 03:52:24.498",5004.0
="2022-11-30 03:51:59.969",5011.0
="2022-11-30 03:51:34.463",5002.0
="2022-11-30 03:51:09.935",5004.0
="2022-11-30 03:50:43.949",5008.0
="2022-11-30 03:50:18.440",5013.0
="2022-11-30 03:49:52.933",5008.0
="2022-11-30 03:49:28.406",5008.0
="2022-11-30 03:49:02.418",5006.0
="2022-11-30 03:48:36.911",5009.0
="2022-11-30 03:48:13.613",5010.0
="2022-11-30 03:47:49.085",5009.0
="2022-11-30 03:47:24.067",5010.0
="2022-11-30 03:46:59.050",5010.0
="2022-11-30 03:46:34.292",5012.0
="2022-11-30 03:46:08.296",5009.0
="2022-11-30 03:45:43.768",5010.0
="2022-11-30 03:45:18.271",5011.0
="2022-11-30 03:44:53.254",5011.0
="2022-11-30 03:44:28.966",5013.0
="2022-11-30 03:44:02.795",5024.0
="2022-11-30 03:43:37.537",5035.0
="2022-11-30 03:43:12.520",5034.0
="2022-11-30 03:42:46.523",5037.0
="2022-11-30 03:42:21.025",5030.0
="2022-11-30 03:41:56.248",5033.0
="2022-11-30 03:41:30.749",5032.0
="2022-11-30 03:41:05.722",5040.0
="2022-11-30 03:40:40.955",5038.0
="2022-11-30 03:40:15.938",5037.0
="2022-11-30 03:39:50.429",5036.0
="2022-11-30 03:39:24.922",5039.0
="2022-11-30 03:38:59.904",5038.0
="2022-11-30 03:38:34.398",5035.0
="2022-11-30 03:38:08.660",5039.0
="2022-11-30 03:37:43.893",5038.0
="2022-11-30 03:37:18.384",5038.0
="2022-11-30 03:36:53.368",5036.0
="2022-11-30 03:36:29.330",5039.0
="2022-11-30 03:36:06.024",5040.0
="2022-11-30 03:35:41.496",5038.0
="2022-11-30 03:35:15.987",5039.0
="2022-11-30 03:34:51.220",5039.0
="2022-11-30 03:34:26.203",5032.0
="2022-11-30 03:34:00.694",5038.0
="2022-11-30 03:33:35.678",5036.0
="2022-11-30 03:33:11.399",5036.0
="2022-11-30 03:32:46.872",5038.0
="2022-11-30 03:32:21.605",5039.0
="2022-11-30 03:31:56.837",5039.0
="2022-11-30 03:31:32.069",5037.0
="2022-11-30 03:31:06.563",5039.0
="2022-11-30 03:30:41.544",5037.0
="2022-11-30 03:30:15.559",5037.0
="2022-11-30 03:29:50.540",5038.0
="2022-11-30 03:29:26.502",5036.0
="2022-11-30 03:29:00.744",5037.0
="2022-11-30 03:28:35.236",5037.0
="2022-11-30 03:28:10.220",5039.0
="2022-11-30 03:27:44.713",5038.0
="2022-11-30 03:27:19.695",5038.0
="2022-11-30 03:26:53.708",5038.0
="2022-11-30 03:26:28.191",5039.0
="2022-11-30 03:26:03.913",5039.0
="2022-11-30 03:25:37.664",5039.0
="2022-11-30 03:25:12.408",5039.0
="2022-11-30 03:24:48.129",5039.0
="2022-11-30 03:24:23.603",5039.0
="2022-11-30 03:23:58.825",5038.0
="2022-11-30 03:23:35.049",5039.0
="2022-11-30 03:23:10.531",5038.0
="2022-11-30 03:22:45.022",5038.0
="2022-11-30 03:22:19.525",5039.0
="2022-11-30 03:21:54.987",5038.0
="2022-11-30 03:21:29.000",5037.0
="2022-11-30 03:21:03.732",5039.0
="2022-11-30 03:20:39.216",5039.0
="2022-11-30 03:20:14.687",5038.0
="2022-11-30 03:19:48.690",5034.0
="2022-11-30 03:19:22.932",5037.0
="2022-11-30 03:18:58.884",5036.0
="2022-11-30 03:18:33.867",5033.0
="2022-11-30 03:18:08.852",5037.0
="2022-11-30 03:17:43.583",5034.0
="2022-11-30 03:17:18.576",5031.0
="2022-11-30 03:16:54.047",5039.0
="2022-11-30 03:16:30.020",5039.0
="2022-11-30 03:16:03.774",5038.0
="2022-11-30 03:15:15.219",5037.0
="2022-11-30 03:14:50.930",5038.0
="2022-11-30 03:14:25.422",5038.0
="2022-11-30 03:13:59.185",5036.0
="2022-11-30 03:13:33.187",5035.0
="2022-11-30 03:13:07.691",5035.0
="2022-11-30 03:12:43.654",5039.0
="2022-11-30 03:12:18.147",5034.0
="2022-11-30 03:11:53.126",5034.0
="2022-11-30 03:11:27.621",5039.0
="2022-11-30 03:11:02.604",5039.0
="2022-11-30 03:10:37.105",5034.0
="2022-11-30 03:10:12.577",5036.0
="2022-11-30 03:09:46.581",5033.0
="2022-11-30 03:09:22.793",5035.0
="2022-11-30 03:08:57.285",5032.0
="2022-11-30 03:08:33.248",5034.0
="2022-11-30 03:08:08.231",5032.0
="2022-11-30 03:07:42.733",5031.0
="2022-11-30 03:07:18.466",5031.0
="2022-11-30 03:06:52.948",5034.0
="2022-11-30 03:06:26.950",5028.0
="2022-11-30 03:06:01.933",5027.0
="2022-11-30 03:05:37.645",5030.0
="2022-11-30 03:05:12.609",5029.0
="2022-11-30 03:04:45.860",5032.0
="2022-11-30 03:04:20.353",5030.0
="2022-11-30 03:03:55.335",5031.0
="2022-11-30 03:03:30.078",5026.0
="2022-11-30 03:03:06.291",5026.0
="2022-11-30 03:02:41.764",5029.0
="2022-11-30 03:02:16.255",5025.0
="2022-11-30 03:01:51.238",5023.0
="2022-11-30 03:01:26.221",5017.0
="2022-11-30 03:01:00.714",5021.0
="2022-11-30 03:00:36.177",5020.0
="2022-11-30 03:00:09.688",5024.0
="2022-11-30 02:59:44.671",5021.0
="2022-11-30 02:59:20.884",5017.0
="2022-11-30 02:58:57.096",5019.0
="2022-11-30 02:58:32.078",5025.0
="2022-11-30 02:58:06.081",5020.0
="2022-11-30 02:57:41.313",5018.0
="2022-11-30 02:57:16.295",5016.0
="2022-11-30 02:56:51.530",5015.0
="2022-11-30 02:56:25.770",5011.0
="2022-11-30 02:56:00.264",5010.0
="2022-11-30 02:55:35.996",5017.0
="2022-11-30 02:55:10.978",5015.0
="2022-11-30 02:54:46.700",5020.0
="2022-11-30 02:54:21.193",5009.0
="2022-11-30 02:53:55.686",5015.0
="2022-11-30 02:53:30.179",5011.0
="2022-11-30 02:53:05.160",5018.0
="2022-11-30 02:52:40.153",5019.0
="2022-11-30 02:52:14.646",5019.0
="2022-11-30 02:51:50.118",5018.0
="2022-11-30 02:51:25.591",5018.0
="2022-11-30 02:50:58.614",5014.0
="2022-11-30 02:50:33.596",5020.0
="2022-11-30 02:50:10.299",5018.0
="2022-11-30 02:49:45.772",5018.0
="2022-11-30 02:49:21.504",5020.0
="2022-11-30 02:48:56.247",5016.0
="2022-11-30 02:48:30.260",5016.0
="2022-11-30 02:48:05.241",5016.0
="2022-11-30 02:47:39.733",5017.0
="2022-11-30 02:47:15.216",5011.0
="2022-11-30 02:46:49.710",5017.0
="2022-11-30 02:46:25.680",5013.0
="2022-11-30 02:45:59.195",5019.0
="2022-11-30 02:45:34.907",5010.0
="2022-11-30 02:45:09.398",5013.0
="2022-11-30 02:44:43.642",5014.0
="2022-11-30 02:44:18.625",5018.0
="2022-11-30 02:43:55.317",5011.0
="2022-11-30 02:43:30.299",5018.0
="2022-11-30 02:43:05.772",5015.0
="2022-11-30 02:42:39.774",5019.0
="2022-11-30 02:42:13.767",5019.0
="2022-11-30 02:41:48.750",5013.0
="2022-11-30 02:41:24.221",5013.0
="2022-11-30 02:41:00.435",5022.0
="2022-11-30 02:40:34.926",5022.0
="2022-11-30 02:40:10.640",5020.0
="2022-11-30 02:39:46.351",5022.0
="2022-11-30 02:39:21.333",5018.0
="2022-11-30 02:38:56.307",5015.0
="2022-11-30 02:38:30.559",5015.0
="2022-11-30 02:38:05.541",5024.0
="2022-11-30 02:37:40.024",5014.0
="2022-11-30 02:37:15.497",5021.0
="2022-11-30 02:36:51.699",5016.0
="2022-11-30 02:36:26.671",5015.0
="2022-11-30 02:36:02.144",5008.0
="2022-11-30 02:35:37.377",5013.0
="2022-11-30 02:35:12.849",5016.0
="2022-11-30 02:34:47.331",5013.0
="2022-11-30 02:34:22.304",5010.0
="2022-11-30 02:33:58.508",5011.0
="2022-11-30 02:33:33.239",5009.0
="2022-11-30 02:33:08.961",5004.0
="2022-11-30 02:32:43.705",5006.0
="2022-11-30 02:32:19.657",5004.0
="2022-11-30 02:31:55.128",5002.0
="2022-11-30 02:31:29.131",5003.0
="2022-11-30 02:31:04.115",5004.0
="2022-11-30 02:30:39.586",5002.0
="2022-11-30 02:30:16.279",4999.0
="2022-11-30 02:29:51.752",5000.0
="2022-11-30 02:29:26.734",4998.0
="2022-11-30 02:29:01.717",5002.0
="2022-11-30 02:28:36.209",5001.0
="2022-11-30 02:28:11.933",5008.0
="2022-11-30 02:27:46.425",4996.0
="2022-11-30 02:27:21.407",5000.0
="2022-11-30 02:26:56.389",5001.0
="2022-11-30 02:26:33.092",4995.0
="2022-11-30 02:26:08.565",4995.0
="2022-11-30 02:25:44.026",4990.0
="2022-11-30 02:25:19.758",4992.0
="2022-11-30 02:24:54.741",4985.0
="2022-11-30 02:24:30.213",4992.0
="2022-11-30 02:24:05.197",4993.0
="2022-11-30 02:23:40.669",4987.0
="2022-11-30 02:23:15.651",4988.0
="2022-11-30 02:22:49.894",4993.0
="2022-11-30 02:22:24.376",4993.0
="2022-11-30 02:21:59.339",4998.0
="2022-11-30 02:21:34.801",4994.0
="2022-11-30 02:21:10.494",4995.0
="2022-11-30 02:20:45.456",4995.0
="2022-11-30 02:20:19.439",5003.0
="2022-11-30 02:19:54.402",5007.0
="2022-11-30 02:19:29.855",5010.0
="2022-11-30 02:19:04.818",5005.0
="2022-11-30 02:18:41.250",5010.0
="2022-11-30 02:18:15.721",5005.0
="2022-11-30 02:17:51.414",5009.0
="2022-11-30 02:17:26.877",5010.0
="2022-11-30 02:17:00.379",5011.0
="2022-11-30 02:16:35.842",5014.0
="2022-11-30 02:16:12.024",5013.0
="2022-11-30 02:15:47.477",5019.0
="2022-11-30 02:15:23.898",5018.0
="2022-11-30 02:14:58.862",5020.0
="2022-11-30 02:14:33.344",5019.0
="2022-11-30 02:14:08.576",5023.0
="2022-11-30 02:13:43.559",5025.0
="2022-11-30 02:13:19.003",5039.0
="2022-11-30 02:12:53.724",5035.0
="2022-11-30 02:12:28.717",5039.0
="2022-11-30 02:12:04.679",5038.0
="2022-11-30 02:11:40.421",5039.0
="2022-11-30 02:11:14.655",5038.0
="2022-11-30 02:10:49.146",5038.0
="2022-11-30 02:10:24.129",5039.0
="2022-11-30 02:09:58.881",5039.0
="2022-11-30 02:09:33.375",5039.0
="2022-11-30 02:09:08.357",5038.0
="2022-11-30 02:08:43.339",5038.0
="2022-11-30 02:08:17.830",5038.0
="2022-11-30 02:07:53.066",5038.0
="2022-11-30 02:07:27.547",5037.0
="2022-11-30 02:07:02.051",5038.0
="2022-11-30 02:06:37.522",5038.0
="2022-11-30 02:06:13.234",5038.0
="2022-11-30 02:05:49.448",5038.0
="2022-11-30 02:05:24.921",5038.0
="2022-11-30 02:04:59.903",5037.0
="2022-11-30 02:04:34.394",5038.0
="2022-11-30 02:04:09.378",5038.0
="2022-11-30 02:03:44.859",5038.0
="2022-11-30 02:03:21.073",5039.0
="2022-11-30 02:02:56.535",5039.0
="2022-11-30 02:02:31.017",5038.0
="2022-11-30 02:02:05.990",5038.0
="2022-11-30 02:01:40.963",5039.0
="2022-11-30 02:01:15.944",5038.0
="2022-11-30 02:00:50.428",5037.0
="2022-11-30 02:00:24.920",5038.0
="2022-11-30 02:00:01.122",5038.0
="2022-11-30 01:59:36.106",5037.0
="2022-11-30 01:59:11.077",5038.0
="2022-11-30 01:58:46.059",5038.0
="2022-11-30 01:58:21.033",5038.0
="2022-11-30 01:57:56.506",5038.0
="2022-11-30 01:57:31.726",5038.0
="2022-11-30 01:57:06.209",5038.0
="2022-11-30 01:56:41.193",5039.0
="2022-11-30 01:56:15.285",5038.0
="2022-11-30 01:55:50.348",5037.0
="2022-11-30 01:55:25.420",5037.0
="2022-11-30 01:55:00.004",5038.0
="2022-11-30 01:54:35.816",5038.0
="2022-11-30 01:54:11.867",5038.0
="2022-11-30 01:53:48.410",5038.0
="2022-11-30 01:53:23.732",5037.0
="2022-11-30 01:52:58.075",5037.0
="2022-11-30 01:52:32.189",5038.0
="2022-11-30 01:52:06.561",5038.0
="2022-11-30 01:51:41.902",5039.0
="2022-11-30 01:51:16.986",5038.0
="2022-11-30 01:50:51.608",5038.0
="2022-11-30 01:50:27.199",5037.0
="2022-11-30 01:50:03.273",5039.0
="2022-11-30 01:49:37.896",5038.0
="2022-11-30 01:49:12.758",5039.0
="2022-11-30 01:48:49.080",5038.0
="2022-11-30 01:48:24.182",5037.0
="2022-11-30 01:47:58.315",5037.0
="2022-11-30 01:47:34.408",5039.0
="2022-11-30 01:47:08.291",5039.0
="2022-11-30 01:46:43.173",5038.0
="2022-11-30 01:46:18.275",5038.0
="2022-11-30 01:45:53.387",5038.0
="2022-11-30 01:45:29.240",5039.0
="2022-11-30 01:45:04.603",5038.0
="2022-11-30 01:44:39.716",5038.0
="2022-11-30 01:44:15.078",5038.0
="2022-11-30 01:43:50.690",5038.0
="2022-11-30 01:43:24.832",5037.0
="2022-11-30 01:42:59.466",5038.0
="2022-11-30 01:42:34.098",5039.0
="2022-11-30 01:42:09.960",5038.0
="2022-11-30 01:41:45.573",5038.0
="2022-11-30 01:41:20.215",5039.0
="2022-11-30 01:40:54.849",5038.0
="2022-11-30 01:40:30.460",5038.0
="2022-11-30 01:40:05.592",5038.0
="2022-11-30 01:39:40.965",5038.0
="2022-11-30 01:39:16.578",5038.0
="2022-11-30 01:38:51.471",5038.0
="2022-11-30 01:38:26.602",5038.0
="2022-11-30 01:38:01.985",5038.0
="2022-11-30 01:37:37.118",5038.0
="2022-11-30 01:37:13.231",5039.0
="2022-11-30 01:36:48.862",5039.0
="2022-11-30 01:36:23.514",5039.0
="2022-11-30 01:36:00.127",5037.0
="2022-11-30 01:35:34.309",5038.0
="2022-11-30 01:35:08.723",5038.0
="2022-11-30 01:34:43.146",5038.0
="2022-11-30 01:34:18.049",5039.0
="2022-11-30 01:33:52.231",5038.0
="2022-11-30 01:33:27.873",5037.0
="2022-11-30 01:33:03.025",5039.0
="2022-11-30 01:32:36.728",5038.0
="2022-11-30 01:32:10.670",5038.0
="2022-11-30 01:31:45.594",5039.0
="2022-11-30 01:31:20.746",5038.0
="2022-11-30 01:30:57.608",5037.0
="2022-11-30 01:30:32.291",5038.0
="2022-11-30 01:30:08.412",5038.0
="2022-11-30 01:29:44.315",5039.0
="2022-11-30 01:29:18.257",5038.0
="2022-11-30 01:28:52.450",5039.0
="2022-11-30 01:28:27.613",5038.0
="2022-11-30 01:28:02.266",5038.0
="2022-11-30 01:27:36.928",5039.0
="2022-11-30 01:27:12.070",5039.0
="2022-11-30 01:26:47.213",5038.0
="2022-11-30 01:26:21.866",5037.0
="2022-11-30 01:25:56.999",5038.0
