Timestamp,DRA0010_COATING_DIAMETER
="2022-11-30 23:56:23.139",5029.0
="2022-11-30 23:55:58.121",5028.0
="2022-11-30 23:55:32.603",5028.0
="2022-11-30 23:55:08.077",5025.0
="2022-11-30 23:54:44.290",5021.0
="2022-11-30 23:54:19.761",5016.0
="2022-11-30 23:53:55.503",5007.0
="2022-11-30 23:53:30.986",5010.0
="2022-11-30 23:53:05.488",5008.0
="2022-11-30 23:52:39.500",5010.0
="2022-11-30 23:52:14.485",5007.0
="2022-11-30 23:51:49.477",5027.0
="2022-11-30 23:51:24.459",5028.0
="2022-11-30 23:51:00.431",5025.0
="2022-11-30 23:50:33.455",5024.0
="2022-11-30 23:50:08.446",5023.0
="2022-11-30 23:49:45.148",5029.0
="2022-11-30 23:49:20.621",5026.0
="2022-11-30 23:48:56.844",5024.0
="2022-11-30 23:48:31.827",5029.0
="2022-11-30 23:48:06.818",5025.0
="2022-11-30 23:47:41.812",5031.0
="2022-11-30 23:47:15.814",5033.0
="2022-11-30 23:46:50.806",5026.0
="2022-11-30 23:46:25.300",5026.0
="2022-11-30 23:46:01.261",5017.0
="2022-11-30 23:45:36.983",5020.0
="2022-11-30 23:45:11.977",5024.0
="2022-11-30 23:44:46.959",5020.0
="2022-11-30 23:44:21.462",5022.0
="2022-11-30 23:43:56.453",5013.0
="2022-11-30 23:43:30.945",5020.0
="2022-11-30 23:43:05.440",5016.0
="2022-11-30 23:42:40.423",5014.0
="2022-11-30 23:42:13.944",5018.0
="2022-11-30 23:41:49.906",5017.0
="2022-11-30 23:41:26.129",5014.0
="2022-11-30 23:41:01.112",5011.0
="2022-11-30 23:40:35.603",5014.0
="2022-11-30 23:40:09.607",5015.0
="2022-11-30 23:39:44.589",5011.0
="2022-11-30 23:39:19.570",5014.0
="2022-11-30 23:38:53.576",5016.0
="2022-11-30 23:38:28.567",5006.0
="2022-11-30 23:38:04.770",5013.0
="2022-11-30 23:37:38.533",5001.0
="2022-11-30 23:37:13.274",4985.0
="2022-11-30 23:36:48.007",4985.0
="2022-11-30 23:36:22.750",4981.0
="2022-11-30 23:35:58.222",4979.0
="2022-11-30 23:35:33.204",4981.0
="2022-11-30 23:35:07.947",4979.0
="2022-11-30 23:34:42.440",4977.0
="2022-11-30 23:34:17.913",4979.0
="2022-11-30 23:33:52.894",4971.0
="2022-11-30 23:33:27.877",4975.0
="2022-11-30 23:33:01.890",4973.0
="2022-11-30 23:32:36.382",4975.0
="2022-11-30 23:32:10.876",4966.0
="2022-11-30 23:31:45.868",4971.0
="2022-11-30 23:31:21.089",4974.0
="2022-11-30 23:30:56.332",4971.0
="2022-11-30 23:30:31.805",4969.0
="2022-11-30 23:30:07.288",4970.0
="2022-11-30 23:29:42.759",4975.0
="2022-11-30 23:29:18.482",4974.0
="2022-11-30 23:28:52.984",4977.0
="2022-11-30 23:28:28.466",4972.0
="2022-11-30 23:28:03.710",4974.0
="2022-11-30 23:27:38.702",4976.0
="2022-11-30 23:27:13.695",4978.0
="2022-11-30 23:26:48.187",4975.0
="2022-11-30 23:26:23.180",4981.0
="2022-11-30 23:25:58.173",4976.0
="2022-11-30 23:25:33.164",4979.0
="2022-11-30 23:25:08.147",4979.0
="2022-11-30 23:24:43.380",4985.0
="2022-11-30 23:24:19.332",4988.0
="2022-11-30 23:23:54.083",4989.0
="2022-11-30 23:23:29.067",4989.0
="2022-11-30 23:23:04.550",4987.0
="2022-11-30 23:22:40.031",4986.0
="2022-11-30 23:22:15.014",4995.0
="2022-11-30 23:21:50.987",4985.0
="2022-11-30 23:21:25.000",4993.0
="2022-11-30 23:20:59.983",4992.0
="2022-11-30 23:20:35.455",4997.0
="2022-11-30 23:20:11.668",4998.0
="2022-11-30 23:19:46.160",5003.0
="2022-11-30 23:19:21.631",5003.0
="2022-11-30 23:18:57.365",4998.0
="2022-11-30 23:18:31.338",5003.0
="2022-11-30 23:18:06.310",5006.0
="2022-11-30 23:17:42.013",5007.0
="2022-11-30 23:17:16.975",5010.0
="2022-11-30 23:16:51.207",5022.0
="2022-11-30 23:16:25.690",5020.0
="2022-11-30 23:16:01.881",5027.0
="2022-11-30 23:15:36.245",4996.0
="2022-11-30 23:15:11.228",4991.0
="2022-11-30 23:14:48.159",4992.0
="2022-11-30 23:14:22.653",4997.0
="2022-11-30 23:13:58.135",5000.0
="2022-11-30 23:13:33.867",5002.0
="2022-11-30 23:13:08.858",5012.0
="2022-11-30 23:12:44.342",5013.0
="2022-11-30 23:12:18.845",5016.0
="2022-11-30 23:11:53.347",5031.0
="2022-11-30 23:11:27.850",5035.0
="2022-11-30 23:11:02.842",5036.0
="2022-11-30 23:10:39.054",5038.0
="2022-11-30 23:10:13.317",5039.0
="2022-11-30 23:09:48.310",5038.0
="2022-11-30 23:09:23.302",5039.0
="2022-11-30 23:08:58.295",5039.0
="2022-11-30 23:08:32.797",5039.0
="2022-11-30 23:08:07.310",5038.0
="2022-11-30 23:07:43.533",5038.0
="2022-11-30 23:07:18.524",5038.0
="2022-11-30 23:06:54.017",5038.0
="2022-11-30 23:06:29.260",5037.0
="2022-11-30 23:06:03.772",5038.0
="2022-11-30 23:05:38.775",5038.0
="2022-11-30 23:05:13.518",5038.0
="2022-11-30 23:04:48.510",5038.0
="2022-11-30 23:04:23.503",5038.0
="2022-11-30 23:03:57.515",5039.0
="2022-11-30 23:03:32.507",5037.0
="2022-11-30 23:03:07.010",5037.0
="2022-11-30 23:02:41.513",5037.0
="2022-11-30 23:02:15.534",5035.0
="2022-11-30 23:01:50.518",5032.0
="2022-11-30 23:01:25.020",5019.0
="2022-11-30 23:01:00.753",5000.0
="2022-11-30 23:00:35.005",4996.0
="2022-11-30 23:00:10.248",4982.0
="2022-11-30 22:59:45.230",4972.0
="2022-11-30 22:59:20.222",4979.0
="2022-11-30 22:58:54.975",4962.0
="2022-11-30 22:58:30.447",4960.0
="2022-11-30 22:58:06.151",4962.0
="2022-11-30 22:57:41.123",4961.0
="2022-11-30 22:57:16.345",4964.0
="2022-11-30 22:56:53.338",4957.0
="2022-11-30 22:56:28.369",4957.0
="2022-11-30 22:56:02.422",4957.0
="2022-11-30 22:55:36.685",4957.0
="2022-11-30 22:55:11.438",4957.0
="2022-11-30 22:54:46.440",4956.0
="2022-11-30 22:54:22.413",4957.0
="2022-11-30 22:53:56.915",4957.0
="2022-11-30 22:53:31.918",4957.0
="2022-11-30 22:53:06.919",4958.0
="2022-11-30 22:52:41.432",4957.0
="2022-11-30 22:52:15.945",4956.0
="2022-11-30 22:51:50.938",4958.0
="2022-11-30 22:51:27.180",4959.0
="2022-11-30 22:51:03.153",4961.0
="2022-11-30 22:50:38.155",4970.0
="2022-11-30 22:50:13.646",4992.0
="2022-11-30 22:49:49.880",5020.0
="2022-11-30 22:49:24.872",5032.0
="2022-11-30 22:48:59.386",5037.0
="2022-11-30 22:48:34.627",5037.0
="2022-11-30 22:48:10.119",5037.0
="2022-11-30 22:47:45.112",5038.0
="2022-11-30 22:47:20.604",5036.0
="2022-11-30 22:46:56.097",5038.0
="2022-11-30 22:46:31.831",5037.0
="2022-11-30 22:46:06.342",5037.0
="2022-11-30 22:45:41.835",5037.0
="2022-11-30 22:45:16.828",5037.0
="2022-11-30 22:44:51.830",5037.0
="2022-11-30 22:44:26.832",5038.0
="2022-11-30 22:44:01.824",5037.0
="2022-11-30 22:43:35.597",5037.0
="2022-11-30 22:43:10.600",5038.0
="2022-11-30 22:42:45.833",5038.0
="2022-11-30 22:42:20.836",5037.0
="2022-11-30 22:41:55.827",5038.0
="2022-11-30 22:41:30.159",5037.0
="2022-11-30 22:41:06.482",5038.0
="2022-11-30 22:40:41.816",5037.0
="2022-11-30 22:40:15.929",5036.0
="2022-11-30 22:39:50.771",5038.0
="2022-11-30 22:39:25.122",5036.0
="2022-11-30 22:38:59.736",5037.0
="2022-11-30 22:38:34.348",5037.0
="2022-11-30 22:38:08.960",5037.0
="2022-11-30 22:37:44.553",5036.0
="2022-11-30 22:37:19.166",5037.0
="2022-11-30 22:36:53.309",5037.0
="2022-11-30 22:36:28.421",5037.0
="2022-11-30 22:36:03.542",5038.0
="2022-11-30 22:35:37.686",5037.0
="2022-11-30 22:35:13.059",5037.0
="2022-11-30 22:34:48.181",5037.0
="2022-11-30 22:34:23.545",5037.0
="2022-11-30 22:33:58.175",5038.0
="2022-11-30 22:33:32.808",5037.0
="2022-11-30 22:33:08.422",5037.0
="2022-11-30 22:32:43.544",5037.0
="2022-11-30 22:32:19.877",5037.0
="2022-11-30 22:31:54.509",5037.0
="2022-11-30 22:31:28.172",5037.0
="2022-11-30 22:31:04.263",5037.0
="2022-11-30 22:30:38.897",5037.0
="2022-11-30 22:30:12.559",5037.0
="2022-11-30 22:29:47.682",5037.0
="2022-11-30 22:29:23.294",5037.0
="2022-11-30 22:28:59.146",5037.0
="2022-11-30 22:28:34.258",5037.0
="2022-11-30 22:28:07.921",5038.0
="2022-11-30 22:27:43.045",5038.0
="2022-11-30 22:27:17.686",5038.0
="2022-11-30 22:26:53.300",5037.0
="2022-11-30 22:26:27.950",5038.0
="2022-11-30 22:26:03.074",5038.0
="2022-11-30 22:25:39.435",5038.0
="2022-11-30 22:25:15.540",5037.0
="2022-11-30 22:24:50.661",5037.0
="2022-11-30 22:24:25.295",5037.0
="2022-11-30 22:23:59.437",5037.0
="2022-11-30 22:23:35.048",5037.0
="2022-11-30 22:23:10.662",5038.0
="2022-11-30 22:22:45.304",5038.0
="2022-11-30 22:22:19.696",5037.0
="2022-11-30 22:21:54.580",5038.0
="2022-11-30 22:21:30.922",5037.0
="2022-11-30 22:21:05.555",5036.0
="2022-11-30 22:20:40.917",5038.0
="2022-11-30 22:20:15.419",5037.0
="2022-11-30 22:19:50.061",5038.0
="2022-11-30 22:19:24.705",5037.0
="2022-11-30 22:18:58.866",5037.0
="2022-11-30 22:18:34.239",5038.0
="2022-11-30 22:18:09.122",5037.0
="2022-11-30 22:17:43.764",5037.0
="2022-11-30 22:17:19.248",5038.0
="2022-11-30 22:16:53.639",5038.0
="2022-11-30 22:16:28.882",5037.0
="2022-11-30 22:16:03.775",5037.0
="2022-11-30 22:15:39.388",5037.0
="2022-11-30 22:15:14.500",5037.0
="2022-11-30 22:14:48.402",5038.0
="2022-11-30 22:14:23.524",5037.0
="2022-11-30 22:13:58.158",5036.0
="2022-11-30 22:13:34.511",5038.0
="2022-11-30 22:13:09.142",5038.0
="2022-11-30 22:12:43.784",5038.0
="2022-11-30 22:12:18.917",5038.0
="2022-11-30 22:11:55.751",5037.0
="2022-11-30 22:11:30.632",5038.0
="2022-11-30 22:11:04.545",5038.0
="2022-11-30 22:10:38.218",5038.0
="2022-11-30 22:10:13.840",5037.0
="2022-11-30 22:09:48.963",5037.0
="2022-11-30 22:09:23.366",5038.0
="2022-11-30 22:08:59.477",5037.0
="2022-11-30 22:08:35.338",5037.0
="2022-11-30 22:08:07.784",5038.0
="2022-11-30 22:07:43.906",5038.0
="2022-11-30 22:07:18.298",5038.0
="2022-11-30 22:06:54.171",5038.0
="2022-11-30 22:06:29.304",5036.0
="2022-11-30 22:06:04.915",5038.0
="2022-11-30 22:05:39.079",5037.0
="2022-11-30 22:05:14.221",5038.0
="2022-11-30 22:04:49.843",5037.0
="2022-11-30 22:04:25.465",5038.0
="2022-11-30 22:04:00.608",5038.0
="2022-11-30 22:03:36.481",5038.0
="2022-11-30 22:03:11.623",5038.0
="2022-11-30 22:02:46.755",5037.0
="2022-11-30 22:02:21.897",5037.0
="2022-11-30 22:01:56.791",5037.0
="2022-11-30 22:01:32.172",5038.0
="2022-11-30 22:01:08.535",5037.0
="2022-11-30 22:00:44.658",5037.0
="2022-11-30 22:00:20.760",5038.0
="2022-11-30 21:59:55.423",5037.0
="2022-11-30 21:59:29.595",5037.0
="2022-11-30 21:59:04.748",5037.0
="2022-11-30 21:58:39.399",5037.0
="2022-11-30 21:58:14.063",5038.0
="2022-11-30 21:57:49.706",5038.0
="2022-11-30 21:57:24.858",5038.0
="2022-11-30 21:56:59.781",5037.0
="2022-11-30 21:56:34.453",5037.0
="2022-11-30 21:56:10.096",5037.0
="2022-11-30 21:55:45.738",5038.0
="2022-11-30 21:55:20.411",5038.0
="2022-11-30 21:54:56.314",5037.0
="2022-11-30 21:54:30.995",5037.0
="2022-11-30 21:54:06.647",5038.0
="2022-11-30 21:53:40.850",5038.0
="2022-11-30 21:53:15.053",5037.0
="2022-11-30 21:52:49.245",5038.0
="2022-11-30 21:52:25.158",5037.0
="2022-11-30 21:51:59.841",5038.0
="2022-11-30 21:51:35.004",5037.0
="2022-11-30 21:51:10.166",5038.0
="2022-11-30 21:50:46.068",5038.0
="2022-11-30 21:50:21.230",5038.0
="2022-11-30 21:49:56.873",5037.0
="2022-11-30 21:49:32.525",5037.0
="2022-11-30 21:49:07.688",5038.0
="2022-11-30 21:48:42.850",5038.0
="2022-11-30 21:48:17.523",5038.0
="2022-11-30 21:47:52.695",5037.0
="2022-11-30 21:47:26.649",5038.0
="2022-11-30 21:47:02.061",5037.0
="2022-11-30 21:46:37.474",5038.0
="2022-11-30 21:46:12.625",5038.0
="2022-11-30 21:45:48.288",5039.0
="2022-11-30 21:45:23.451",5037.0
="2022-11-30 21:44:57.154",5037.0
="2022-11-30 21:44:31.826",5037.0
="2022-11-30 21:44:07.229",5038.0
="2022-11-30 21:43:42.391",5037.0
="2022-11-30 21:43:17.073",5037.0
="2022-11-30 21:42:51.257",5038.0
="2022-11-30 21:42:26.908",5039.0
="2022-11-30 21:42:01.581",5039.0
="2022-11-30 21:41:36.013",5038.0
="2022-11-30 21:41:12.115",5039.0
="2022-11-30 21:40:45.798",5038.0
="2022-11-30 21:40:20.451",5038.0
="2022-11-30 21:39:55.673",5000.0
="2022-11-30 21:39:30.906",4955.0
="2022-11-30 21:39:06.889",4999.0
="2022-11-30 21:38:42.491",4957.0
="2022-11-30 21:38:16.904",4956.0
="2022-11-30 21:37:50.706",4955.0
="2022-11-30 21:37:26.238",4955.0
="2022-11-30 21:37:01.771",5000.0
="2022-11-30 21:36:37.614",5000.0
="2022-11-30 21:36:13.456",5000.0
="2022-11-30 21:35:49.537",5000.0
="2022-11-30 21:35:25.850",4999.0
="2022-11-30 21:35:01.693",5000.0
="2022-11-30 21:34:36.595",5000.0
="2022-11-30 21:34:12.428",5000.0
="2022-11-30 21:33:47.671",5000.0
="2022-11-30 21:33:23.374",5000.0
="2022-11-30 21:32:58.185",5000.0
="2022-11-30 21:32:34.838",5000.0
="2022-11-30 21:32:09.121",5000.0
="2022-11-30 21:31:43.874",5000.0
="2022-11-30 21:31:19.676",4999.0
="2022-11-30 21:30:56.459",5000.0
="2022-11-30 21:30:30.880",5000.0
="2022-11-30 21:30:05.312",4999.0
="2022-11-30 21:29:41.176",5000.0
="2022-11-30 21:29:16.566",4999.0
="2022-11-30 21:28:50.770",5000.0
="2022-11-30 21:28:26.644",5000.0
="2022-11-30 21:28:02.504",5000.0
="2022-11-30 21:27:37.426",5000.0
="2022-11-30 21:27:12.340",5000.0
="2022-11-30 21:26:47.732",5000.0
="2022-11-30 21:26:22.656",5000.0
="2022-11-30 21:25:56.868",4999.0
="2022-11-30 21:25:31.791",5000.0
="2022-11-30 21:25:06.233",5000.0
="2022-11-30 21:24:41.155",5000.0
="2022-11-30 21:24:17.498",5000.0
="2022-11-30 21:23:52.420",5000.0
="2022-11-30 21:23:28.283",5000.0
="2022-11-30 21:23:03.674",5000.0
="2022-11-30 21:22:38.587",5000.0
="2022-11-30 21:22:14.931",5000.0
="2022-11-30 21:21:49.852",5000.0
="2022-11-30 21:21:25.714",5000.0
="2022-11-30 21:21:02.048",4999.0
="2022-11-30 21:20:36.970",5000.0
="2022-11-30 21:20:12.362",5000.0
="2022-11-30 21:19:48.226",5000.0
="2022-11-30 21:19:24.567",5000.0
="2022-11-30 21:18:59.489",5000.0
="2022-11-30 21:18:34.882",4999.0
="2022-11-30 21:18:10.744",5000.0
="2022-11-30 21:17:45.667",5000.0
="2022-11-30 21:17:21.060",5000.0
="2022-11-30 21:16:57.393",5000.0
="2022-11-30 21:16:32.315",5000.0
="2022-11-30 21:16:08.176",5000.0
="2022-11-30 21:15:43.568",4999.0
="2022-11-30 21:15:18.962",5000.0
="2022-11-30 21:14:54.824",5000.0
="2022-11-30 21:14:29.498",5000.0
="2022-11-30 21:14:04.888",5000.0
="2022-11-30 21:13:40.752",5000.0
="2022-11-30 21:13:16.154",5000.0
="2022-11-30 21:12:51.067",5000.0
="2022-11-30 21:12:26.460",5000.0
="2022-11-30 21:12:02.331",5000.0
="2022-11-30 21:11:37.723",5000.0
="2022-11-30 21:11:13.586",5000.0
="2022-11-30 21:10:49.449",5000.0
="2022-11-30 21:10:24.842",5000.0
="2022-11-30 21:10:00.234",5000.0
="2022-11-30 21:09:35.626",5000.0
="2022-11-30 21:09:11.018",5000.0
="2022-11-30 21:08:46.881",4999.0
="2022-11-30 21:08:21.804",5000.0
="2022-11-30 21:07:58.146",5000.0
="2022-11-30 21:07:34.009",5000.0
="2022-11-30 21:07:09.181",5000.0
="2022-11-30 21:06:44.324",5000.0
="2022-11-30 21:06:19.246",5000.0
="2022-11-30 21:05:55.108",5000.0
="2022-11-30 21:05:30.971",5000.0
="2022-11-30 21:05:06.363",5000.0
="2022-11-30 21:04:42.236",5000.0
="2022-11-30 21:04:17.628",4999.0
="2022-11-30 21:03:52.540",5000.0
="2022-11-30 21:03:27.463",5000.0
="2022-11-30 21:03:01.206",5000.0
="2022-11-30 21:02:37.068",5000.0
="2022-11-30 21:02:11.990",5000.0
="2022-11-30 21:01:47.384",5000.0
="2022-11-30 21:01:23.246",5000.0
="2022-11-30 21:00:58.638",5000.0
="2022-11-30 21:00:33.560",5000.0
="2022-11-30 21:00:08.483",5000.0
="2022-11-30 20:59:43.866",4999.0
="2022-11-30 20:59:19.259",5000.0
="2022-11-30 20:58:54.661",5000.0
="2022-11-30 20:58:30.523",5000.0
="2022-11-30 20:58:06.387",5000.0
="2022-11-30 20:57:42.248",5000.0
="2022-11-30 20:57:18.121",5000.0
="2022-11-30 20:56:53.033",5000.0
="2022-11-30 20:56:27.486",5000.0
="2022-11-30 20:56:02.877",5000.0
="2022-11-30 20:55:39.221",5000.0
="2022-11-30 20:55:14.602",5000.0
="2022-11-30 20:54:50.476",5000.0
="2022-11-30 20:54:24.918",5000.0
="2022-11-30 20:54:00.780",5000.0
="2022-11-30 20:53:36.653",5000.0
="2022-11-30 20:53:12.045",5000.0
="2022-11-30 20:52:47.438",5000.0
="2022-11-30 20:52:23.300",4999.0
="2022-11-30 20:51:57.752",5000.0
="2022-11-30 20:51:33.145",5000.0
="2022-11-30 20:51:08.767",5000.0
="2022-11-30 20:50:43.681",5000.0
="2022-11-30 20:50:19.553",5000.0
="2022-11-30 20:49:54.946",5000.0
="2022-11-30 20:49:30.807",5000.0
="2022-11-30 20:49:06.670",5000.0
="2022-11-30 20:48:42.063",5000.0
="2022-11-30 20:48:17.934",5000.0
="2022-11-30 20:47:54.518",5000.0
="2022-11-30 20:47:30.380",5000.0
="2022-11-30 20:47:06.712",5000.0
="2022-11-30 20:46:42.585",4999.0
="2022-11-30 20:46:17.966",5000.0
="2022-11-30 20:45:53.371",5000.0
="2022-11-30 20:45:27.342",5000.0
="2022-11-30 20:45:03.205",5000.0
="2022-11-30 20:44:38.126",5000.0
="2022-11-30 20:44:13.990",5000.0
="2022-11-30 20:43:50.332",5000.0
="2022-11-30 20:43:25.244",5000.0
="2022-11-30 20:43:00.408",5000.0
="2022-11-30 20:42:35.320",4999.0
="2022-11-30 20:42:10.242",5000.0
="2022-11-30 20:41:44.446",4999.0
="2022-11-30 20:41:19.838",5000.0
="2022-11-30 20:40:55.230",5000.0
="2022-11-30 20:40:30.621",4999.0
="2022-11-30 20:40:06.014",5000.0
="2022-11-30 20:39:41.888",5000.0
="2022-11-30 20:39:16.809",4999.0
="2022-11-30 20:38:52.201",5000.0
="2022-11-30 20:38:27.353",5000.0
="2022-11-30 20:38:01.807",5000.0
="2022-11-30 20:37:37.199",5000.0
="2022-11-30 20:37:12.582",5000.0
="2022-11-30 20:36:48.924",5000.0
="2022-11-30 20:36:24.787",5000.0
="2022-11-30 20:35:59.240",5000.0
="2022-11-30 20:35:35.103",4999.0
="2022-11-30 20:35:10.494",4999.0
="2022-11-30 20:34:46.356",5000.0
="2022-11-30 20:34:21.280",5000.0
="2022-11-30 20:33:56.202",5000.0
="2022-11-30 20:33:32.534",5000.0
="2022-11-30 20:33:06.986",5000.0
="2022-11-30 20:32:43.318",5000.0
="2022-11-30 20:32:19.661",5000.0
="2022-11-30 20:31:54.103",5000.0
="2022-11-30 20:31:29.967",5000.0
="2022-11-30 20:31:05.358",5000.0
="2022-11-30 20:30:40.742",5000.0
="2022-11-30 20:30:15.194",5000.0
="2022-11-30 20:29:51.056",5000.0
="2022-11-30 20:29:25.969",4999.0
="2022-11-30 20:29:00.172",4999.0
="2022-11-30 20:28:35.565",5000.0
="2022-11-30 20:28:10.956",4999.0
="2022-11-30 20:27:46.819",4999.0
="2022-11-30 20:27:22.211",5000.0
="2022-11-30 20:26:57.593",5000.0
="2022-11-30 20:26:32.047",5000.0
="2022-11-30 20:26:07.429",5000.0
="2022-11-30 20:25:41.642",5000.0
="2022-11-30 20:25:17.035",5000.0
="2022-11-30 20:24:52.898",5000.0
="2022-11-30 20:24:28.280",5000.0
="2022-11-30 20:24:03.672",5000.0
="2022-11-30 20:23:39.545",5000.0
="2022-11-30 20:23:15.406",5000.0
="2022-11-30 20:22:49.379",5000.0
="2022-11-30 20:22:24.771",5000.0
="2022-11-30 20:21:59.214",5000.0
="2022-11-30 20:21:33.888",5000.0
="2022-11-30 20:21:08.801",5000.0
="2022-11-30 20:20:44.193",5000.0
="2022-11-30 20:20:20.303",4999.0
="2022-11-30 20:19:57.107",4999.0
="2022-11-30 20:19:32.969",5000.0
="2022-11-30 20:19:07.422",5000.0
="2022-11-30 20:18:42.334",5000.0
="2022-11-30 20:18:17.476",5000.0
="2022-11-30 20:17:52.870",5000.0
="2022-11-30 20:17:28.733",5000.0
="2022-11-30 20:17:04.593",5000.0
="2022-11-30 20:16:39.516",5000.0
="2022-11-30 20:16:14.908",5000.0
="2022-11-30 20:15:50.302",5000.0
="2022-11-30 20:15:24.745",5000.0
="2022-11-30 20:15:00.136",5000.0
="2022-11-30 20:14:34.579",5000.0
="2022-11-30 20:14:09.972",5000.0
="2022-11-30 20:13:45.366",5000.0
="2022-11-30 20:13:20.046",5000.0
="2022-11-30 20:12:54.960",5000.0
="2022-11-30 20:12:30.351",4999.0
="2022-11-30 20:12:04.795",5000.0
="2022-11-30 20:11:40.656",5000.0
="2022-11-30 20:11:15.580",4999.0
="2022-11-30 20:10:50.501",5000.0
="2022-11-30 20:10:25.895",5000.0
="2022-11-30 20:10:01.758",4999.0
="2022-11-30 20:09:36.680",5000.0
="2022-11-30 20:09:13.021",4999.0
="2022-11-30 20:08:47.225",5000.0
="2022-11-30 20:08:22.147",5000.0
="2022-11-30 20:07:57.059",5000.0
="2022-11-30 20:07:32.451",5000.0
="2022-11-30 20:07:08.554",5000.0
="2022-11-30 20:06:43.478",5000.0
="2022-11-30 20:06:17.460",5000.0
="2022-11-30 20:05:52.853",5000.0
="2022-11-30 20:05:27.076",5000.0
="2022-11-30 20:05:02.937",5000.0
="2022-11-30 20:04:37.859",5000.0
="2022-11-30 20:04:13.263",5000.0
="2022-11-30 20:03:48.175",5000.0
="2022-11-30 20:03:24.047",5000.0
="2022-11-30 20:02:58.500",5000.0
="2022-11-30 20:02:33.423",5000.0
="2022-11-30 20:02:07.874",5000.0
="2022-11-30 20:01:42.548",5000.0
="2022-11-30 20:01:17.470",4999.0
="2022-11-30 20:00:52.873",5000.0
="2022-11-30 20:00:28.266",5000.0
="2022-11-30 20:00:03.197",4999.0
="2022-11-30 19:59:37.640",5000.0
="2022-11-30 19:59:13.042",5000.0
="2022-11-30 19:58:48.436",5000.0
="2022-11-30 19:58:23.358",5000.0
="2022-11-30 19:57:59.221",5000.0
="2022-11-30 19:57:34.622",5000.0
="2022-11-30 19:57:09.535",5000.0
="2022-11-30 17:36:38.284",4999.0
="2022-11-30 17:36:14.437",5038.0
="2022-11-30 17:35:49.669",5038.0
="2022-11-30 17:35:24.641",5038.0
="2022-11-30 17:34:59.144",5038.0
="2022-11-30 17:34:34.347",5038.0
="2022-11-30 17:34:09.539",5038.0
="2022-11-30 17:33:44.601",5039.0
="2022-11-30 17:33:19.094",5038.0
="2022-11-30 17:32:53.577",5038.0
="2022-11-30 17:32:28.069",5037.0
="2022-11-30 17:32:03.042",5039.0
="2022-11-30 17:31:38.014",5039.0
="2022-11-30 17:31:14.227",5038.0
="2022-11-30 17:30:37.400",4979.0
="2022-11-30 17:30:12.353",5011.0
="2022-11-30 17:29:46.836",4996.0
="2022-11-30 17:29:22.539",4995.0
="2022-11-30 17:28:57.520",4987.0
="2022-11-30 17:28:32.753",5012.0
="2022-11-30 17:28:09.206",5001.0
="2022-11-30 17:27:44.428",5006.0
="2022-11-30 17:27:18.910",5005.0
="2022-11-30 17:26:52.904",5025.0
="2022-11-30 17:26:27.376",5030.0
="2022-11-30 17:26:02.349",5031.0
="2022-11-30 17:25:35.861",5039.0
="2022-11-30 17:25:10.334",5034.0
="2022-11-30 17:24:45.796",5036.0
="2022-11-30 17:24:20.778",5038.0
="2022-11-30 17:23:54.753",5038.0
="2022-11-30 17:23:21.365",5039.0
="2022-11-30 17:22:55.827",5033.0
="2022-11-30 17:22:32.019",5027.0
="2022-11-30 17:22:06.981",5018.0
="2022-11-30 17:21:42.926",5015.0
="2022-11-30 17:21:18.377",5039.0
="2022-11-30 17:20:52.859",5033.0
="2022-11-30 17:20:28.561",5029.0
="2022-11-30 17:20:03.045",5033.0
="2022-11-30 17:19:37.768",5004.0
="2022-11-30 17:19:12.739",5023.0
="2022-11-30 17:18:48.202",5028.0
="2022-11-30 17:18:22.195",5022.0
="2022-11-30 17:17:57.657",5010.0
="2022-11-30 17:17:30.929",4989.0
="2022-11-30 17:17:05.432",5000.0
="2022-11-30 17:16:40.393",5024.0
="2022-11-30 17:16:14.626",5034.0
="2022-11-30 17:15:50.089",5039.0
="2022-11-30 17:15:24.583",5027.0
="2022-11-30 17:15:00.043",5027.0
="2022-11-30 17:14:36.247",5030.0
="2022-11-30 17:14:11.710",5012.0
="2022-11-30 17:13:47.421",5024.0
="2022-11-30 17:13:20.934",5038.0
="2022-11-30 17:12:54.667",5018.0
="2022-11-30 17:12:29.899",5033.0
="2022-11-30 17:12:04.873",5021.0
="2022-11-30 17:11:39.356",5030.0
="2022-11-30 17:11:14.817",5012.0
="2022-11-30 17:10:48.820",5031.0
="2022-11-30 17:10:22.831",5007.0
="2022-11-30 17:09:58.315",5020.0
="2022-11-30 17:09:33.299",5031.0
="2022-11-30 17:09:09.519",5003.0
="2022-11-30 17:08:45.241",5011.0
="2022-11-30 17:08:20.215",4995.0
="2022-11-30 17:07:56.428",5005.0
="2022-11-30 17:07:31.900",5001.0
="2022-11-30 17:07:06.881",5000.0
="2022-11-30 17:06:41.866",4996.0
="2022-11-30 17:06:16.358",5003.0
="2022-11-30 17:05:52.800",4996.0
="2022-11-30 17:05:28.263",5005.0
="2022-11-30 17:05:03.475",5014.0
="2022-11-30 17:04:38.456",5005.0
="2022-11-30 17:04:13.199",5010.0
="2022-11-30 17:03:49.152",5010.0
="2022-11-30 17:03:24.864",4993.0
="2022-11-30 17:02:59.847",5015.0
="2022-11-30 17:02:33.839",4998.0
="2022-11-30 17:02:09.312",4983.0
="2022-11-30 17:01:45.034",5007.0
="2022-11-30 17:01:20.497",4998.0
="2022-11-30 17:00:54.980",4987.0
